course_id,title,provider,skill_id,cost,duration_hours,difficulty,source_url
673,Digital   Storytelling,Nanyang Polytechnic,52,78.0,7.0,Intermediate,
674,Storytelling for Effective Classroom Management (Synchronous e-learning),NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,52,117.25,7.0,Unspecified,
675,The Craft of Storytelling at the Workplace,Temasek Polytechnic,52,114.0,8.0,Unspecified,
676,Presenting with Influence,NTUC LEARNINGHUB PTE. LTD.,52,140.0,7.0,Unspecified,
677,Storytelling through Infographics,Republic Polytechnic,52,153.0,16.0,Beginner,
678,Improving Workflow Efficiency with Business Process Automation,Nanyang Polytechnic,23,112.5,14.0,Unspecified,
679,Implement Business Process Reengineering,SINGAPORE NATIONAL EMPLOYERS FEDERATION,23,225.0,24.0,Unspecified,
680,"(SCTP Module) Streamlining Business Processes through Digital Automation (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,23,240.0,30.0,Unspecified,
681,Building Agentic AI Workflows to Automate Business Processes,TERTIARY INFOTECH PTE. LTD.,23,400.0,16.0,Intermediate,
682,Digitalisation of business process workflow,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,23,480.0,16.0,Unspecified,
683,Business Process Re-Engineering and Improvements (SF),NTUC LEARNINGHUB PTE. LTD.,23,450.0,24.0,Unspecified,
684,Business Process Re-Engineering and Improvements (SF) (Synchronous e-Learning),NTUC LEARNINGHUB PTE. LTD.,23,450.0,24.0,Unspecified,
685,Enterprise Systems and Integrated Business Process,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,23,481.8,36.0,Beginner,
686,Implement Business Process Reengineering,LEARNERS HUB PTE. LTD.,23,500.0,32.0,Unspecified,
687,Design Thinking & Business Needs Analysis (in PDC 1 in Business Process Automation in Specialist Diploma in Low-Code App Development for Business),Temasek Polytechnic,23,547.2,60.0,Unspecified,
688,Robotic Process Automation (in PDC 1 in Business Process Automation in Specialist Diploma in Low-Code App Development for Business),Temasek Polytechnic,23,547.2,60.0,Unspecified,
689,BPR - Business Process Re-Engineering and Improvements (SF),NTUC LEARNINGHUB PTE. LTD.,23,750.0,24.0,Unspecified,
690,Improve Business Processes with Power Automate and Power Apps (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,23,800.0,22.5,Unspecified,
691,Business Process Automation,Institute of Technical Education,23,861.0,60.0,Unspecified,
692,Automation Using Excel,XALTIUS PTE. LTD.,23,0.0,7.5,Unspecified,
693,Fundamentals of Data Analytics (Synchronous e-Learning),Nanyang Polytechnic,23,78.0,7.0,Beginner,
694,Fundamentals of Data Analytics,Nanyang Polytechnic,23,90.0,7.0,Beginner,
695,Digital Integration of Manufacturing Operations,Nanyang Polytechnic,23,90.0,7.0,Unspecified,
696,"BlockChain, Permissioned Ledgers, the Hyperledger project and Hyperledger Fabric",SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,23,165.0,7.0,Beginner,
697,Retail (SF): Business Operational Planning L4,NTUC LEARNINGHUB PTE. LTD.,23,135.0,20.0,Unspecified,
698,Digital Transformation Through Process Automation - RPA,NANYANG TECHNOLOGICAL UNIVERSITY,23,210.0,7.0,Unspecified,
699,Introduction to Lean-Six Sigma,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,23,234.0,12.0,Beginner,
700,Introduction to Lean-Six Sigma (Synchronous E-Learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,23,234.0,12.0,Beginner,
701,Introduction to Robotic Process Automation with UiPath: Building Strong Foundations,NANYANG TECHNOLOGICAL UNIVERSITY,23,270.0,7.0,Beginner,
702,Business Risk Management Powered by Design Thinking,"AGAPE, CONNECTING PEOPLE PTE. LTD.",23,200.0,16.0,Unspecified,
703,Sustainability in Sourcing & Procurement Strategies,Nanyang Polytechnic,43,70.5,7.0,Unspecified,
704,Sustainability in Sourcing & Procurement Strategies (Synchronous eLearning),Nanyang Polytechnic,43,70.5,7.0,Unspecified,
705,"Advanced Certificate in Strategic Sourcing Module 2: Digital Procurement - Past, Present and Future",SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
706,"Advanced Certificate in Strategic Sourcing Module 2: Digital Procurement - Past, Present and Future (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
707,Advanced Certificate in Strategic Sourcing Module 4: Finance and Data Analytics for Procurement,SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
708,Advanced Certificate in Strategic Sourcing Module 4: Finance and Data Analytics for Procurement (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
709,"Advanced Certificate in Strategic Sourcing Module 6: Procurement Fraud, Ethics and Sustainability",SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
710,"Advanced Certificate in Strategic Sourcing Module 6: Procurement Fraud, Ethics and Sustainability (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
711,WSQ Strategic Sourcing,NTUC LEARNINGHUB PTE. LTD.,43,425.0,19.0,Unspecified,
712,Masterclass in Strategic Outsourcing for Performance-Based Facilities Management,Singapore Polytechnic,43,375.0,35.0,Advanced,
713,Fundamentals of Finance and Procurement Management,SINGAPORE POLYTECHNIC,43,507.0,35.0,Beginner,
714,Advanced Certificate in Strategic Sourcing Module 3: Sourcing and Risk Management,SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
715,Advanced Certificate in Strategic Sourcing Module 3: Sourcing and Risk Management (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
716,WSQ Sustainable Procurement for Tourism and Events,NTUC LEARNINGHUB PTE. LTD.,43,204.0,8.0,Unspecified,
717,Green Procurement,Republic Polytechnic,43,204.0,16.0,Intermediate,
718,Green Procurement for Sustainable Business,NTUC LEARNINGHUB PTE. LTD.,43,290.0,12.0,Intermediate,
719,Strategic Procurement (Classroom and Asynchronous e-learning),Singapore Polytechnic,43,294.0,40.0,Unspecified,
720,WSQ Procurement Management,NTUC LEARNINGHUB PTE. LTD.,43,390.0,24.0,Unspecified,
721,WSQ Contract Development and Management for Procurement,NTUC LEARNINGHUB PTE. LTD.,43,425.0,19.0,Unspecified,
722,Procurement Management,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,43,438.3,20.0,Unspecified,
723,Procurement Power Play - Win More Deals by Mastering the Buyer's Journey,CLICKACADEMY ASIA PTE. LTD.,43,550.0,16.0,Intermediate,
724,Global Sourcing in Fashion (Classroom and Asynchronous e-learning),TEMBUSU INSTITUTE PTE. LTD.,43,550.0,26.0,Unspecified,
725,Advanced Certificate in Digital Procurement Module 2: Cybersecurity in Digital Procurement,SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
726,Advanced Certificate in Digital Procurement Module 2: Cybersecurity in Digital Procurement (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
727,Advanced Certificate in Procurement Essentials Module 1: Fundamentals of Procurement,SINGAPORE MANAGEMENT UNIVERSITY,43,600.0,17.0,Advanced,
728,Effective Use of Theory of Change for Social Services,NATIONAL UNIVERSITY OF SINGAPORE,61,255.0,7.5,Unspecified,
729,Effective Use of Theory of Change for Social Services (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,61,255.0,7.5,Unspecified,
730,The Future of Marketing: AI Tools and Techniques,ADEPT ACADEMY PTE. LTD.,61,275.0,8.0,Unspecified,
731,Guide Social Service Programme Direction,TSAO FOUNDATION,61,198.0,18.0,Advanced,
732,Casework Evaluation,TSAO FOUNDATION,61,270.0,29.5,Beginner,
733,Strategic Workforce Development for the Green Economy,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,61,360.0,16.0,Unspecified,
734,Fundamentals of Population Health,NATIONAL UNIVERSITY OF SINGAPORE,61,438.0,14.0,Beginner,
735,Digital Analytics in Applied Research,Republic Polytechnic,61,291.6,30.0,Intermediate,
736,Business Negotiation,ADEPT ACADEMY PTE. LTD.,61,450.0,16.0,Unspecified,
737,"Preparing for Global Aging: Theory, Policy and Business",NATIONAL UNIVERSITY OF SINGAPORE,61,510.0,15.0,Beginner,
738,Research Methods for Ageing,NANYANG TECHNOLOGICAL UNIVERSITY,61,450.0,21.0,Intermediate,
739,Smart City Essentials : Understanding the Foundations for a More Connected and Sustainable Future,SINGAPORE MANAGEMENT UNIVERSITY,61,600.0,15.0,Beginner,
740,Smart City Essentials : Understanding the Foundations for a More Connected and Sustainable Future (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,61,600.0,15.0,Beginner,
741,Data Protection Management: Ensuring PDPA Compliance in Organisations,BESPOKE SOLUTION TRAINING CONSULTANCY PTE. LTD.,61,600.0,16.0,Beginner,
742,Building the Next ChatGPT: Your Journey into Advanced AI,ADEPT ACADEMY PTE. LTD.,61,550.0,16.0,Advanced,
743,Policy Impact Evaluation,NATIONAL UNIVERSITY OF SINGAPORE,61,630.0,15.0,Intermediate,
744,Programme Facilitator Training for Community-based Programmes in Falls Prevention and Frailty Management,SINGAPORE INSTITUTE OF TECHNOLOGY,61,660.0,16.0,Unspecified,
745,Advanced Certificate in Business Analytics for Data-Driven Decision Making (with Python) Module 3: Programme Evaluation and Causal Inference (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,61,600.0,15.0,Advanced,
746,Social Research & Programme Evaluation (in MC in Gerontology Fundamentals (in Diploma in Gerontology (Community Health & Social Care))),Temasek Polytechnic,61,509.4,60.0,Beginner,
747,Corporate Credit Analysis,SINGAPORE MANAGEMENT UNIVERSITY,61,720.0,21.0,Unspecified,
748,Corporate Credit Analysis (synchronous e-learning),SINGAPORE MANAGEMENT UNIVERSITY,61,720.0,21.0,Unspecified,
749,Module 3: Causal Inference and Programme Evaluation with A/B Testing & Multi-Armed Bandits,SINGAPORE MANAGEMENT UNIVERSITY,61,720.0,17.0,Advanced,
750,Assessment and Evaluation,NATIONAL UNIVERSITY OF SINGAPORE,61,810.0,29.0,Intermediate,
751,Carbon Management for Corporate Sustainability : The Key Skill for Leaders,NATIONAL UNIVERSITY OF SINGAPORE,61,945.0,21.0,Unspecified,
752,"Curriculum and Programme Evaluation (Classroom, Synchronous and Asynchronous E-learning)",NANYANG TECHNOLOGICAL UNIVERSITY,61,1236.0,52.0,Unspecified,
753,Agile Project Management (Synchronous & Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,55,300.0,40.5,Unspecified,
754,Mastering Agile Project Management for IT Projects,TERTIARY INFOTECH PTE. LTD.,55,400.0,16.0,Intermediate,
755,Elevate Your Project with Agile Scrum Techniques (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,55,500.0,15.0,Unspecified,
756,Scaled Agile Framework (SAFe) Scrum Master (Synchronous & Asynchronous e-learning),Nanyang Polytechnic,55,448.5,27.5,Unspecified,
757,(eCornell) Agile Project Management Approaches,GENASHTIM,55,700.0,12.0,Intermediate,
758,SF â€“ Agile Project Management Foundation  (Synchronous e-learning),BRIDGINGMINDS NETWORK PTE. LTD.,55,800.0,21.0,Beginner,
759,Hybrid Project Management - Blending Agile & Traditional Practices (Synchronous & Asynchronous E-Learning),EPM TRAINING SERVICES PTE. LTD.,55,750.0,25.5,Intermediate,
760,SCTP Agile Scrum Methodology for Digital Products,SINGAPORE INSTITUTE OF TECHNOLOGY,55,846.86,76.0,Unspecified,
761,Digital Project Management - Part of Modular Certificate in Digital Projects (DDC),Ngee Ann Polytechnic,55,509.4,60.0,Beginner,
762,Agile Project Management (Implementation) (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,55,1500.0,60.5,Unspecified,
763,Agile Development for Products and Services  (Synchronous e-learning),SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,55,420.0,14.0,Unspecified,
764,SAFe Scrum Master (SSM) (SF),NTUC LEARNINGHUB PTE. LTD.,55,420.0,16.0,Unspecified,
765,SAFe Scrum Master (SSM) (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,55,420.0,16.0,Unspecified,
766,Software Project Management - Part of Modular Certificate in Agile Software Development (DFSD),Ngee Ann Polytechnic,55,1698.0,60.0,Beginner,
767,Certified Scrum Master,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,55,600.0,14.0,Unspecified,
768,Introduction to Project Management for Sustainable Development,SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,55,585.0,24.0,Beginner,
769,Certified Scrum Master (CSM) (SF),NTUC LEARNINGHUB PTE. LTD.,55,540.0,16.0,Advanced,
770,Agile Approach in HR Technology Implementation (IT Project Management),SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,55,1200.0,156.5,Unspecified,
771,â€‹â€‹Integrated Digital Delivery (IDD) Essentials For Project Managementâ€‹,SINGAPORE POLYTECHNIC,55,111.0,7.0,Beginner,
772,SSM - SAFe Scrum Master  (SF),NTUC LEARNINGHUB PTE. LTD.,55,700.0,16.0,Unspecified,
773,Scrum Preparation Course (Classroom & Asynchronous e-learning),Ngee Ann Polytechnic,55,600.0,36.0,Unspecified,
774,Scrum Preparation Course (Synchronous & Asynchronous e-learning),Ngee Ann Polytechnic,55,600.0,36.0,Unspecified,
775,(SCTP) Agile IT Project Manager: Capstone Project,NTUC LEARNINGHUB PTE. LTD.,55,540.0,48.0,Unspecified,
776,(SCTP Module) Scrum Preparation Course,Ngee Ann Polytechnic,55,600.0,36.0,Intermediate,
777,"Agile Orientation for Digital Transformation: Concepts, Practices and Mindsets",SINGAPORE INSTITUTE OF TECHNOLOGY,55,720.0,16.0,Intermediate,
778,Securing IoT (Internet-of-Things) Devices,Nanyang Polytechnic,66,78.0,7.0,Beginner,
779,IoT Device Security,Nanyang Polytechnic,66,84.0,7.0,Beginner,
780,Mastering Email Writing for Effective Workplace Communication,Republic Polytechnic,66,51.0,8.0,Unspecified,
781,IMPROVING CUSTOMER RETAIL EXPERIENCE & ENGAGEMENT THROUGH DIGITAL MEANS,Nanyang Polytechnic,66,90.0,7.0,Beginner,
782,Improving Customer Retail Experience & Engagement through Digital Means - Synchronous elearning,Nanyang Polytechnic,66,90.0,7.0,Beginner,
783,Understanding of Electric Vehicles (Synchronous e-learning),Ngee Ann Polytechnic,66,96.0,7.0,Beginner,
784,Business Storytelling to Connect with Your Online Target Audience (Synchronous E-Learning),Nanyang Polytechnic,66,63.0,7.0,Unspecified,
785,Business storytelling to connect with your online target audience (part of SCTP Certificate in Digital Marketing & Content Curation),Nanyang Polytechnic,66,63.0,7.0,Unspecified,
786,Business Storytelling to Connect with Your Online Target Audience,Nanyang Polytechnic,66,70.5,7.0,Unspecified,
787,5G Fundamentals and Applications,Republic Polytechnic,66,100.5,8.0,Beginner,
788,"Communicating Environmental, Social and Governance (ESG) and Sustainability (Synchronous e-learning)",Republic Polytechnic,66,60.0,16.0,Beginner,
789,Strategies for Digital Transformation,Ngee Ann Polytechnic,66,90.0,8.0,Unspecified,
790,Promote Effective Communication at the Workplace,NTUC LEARNINGHUB PTE. LTD.,66,100.0,7.0,Unspecified,
791,Workplace COMMUNICATIONS,GENETIC COMPUTER SCHOOL PTE LTD,66,100.0,8.0,Unspecified,
792,Workplace Communications (Level 1) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,66,100.0,8.0,Unspecified,
793,Infectious Incident Site Management and Communications,Republic Polytechnic,66,100.5,8.0,Unspecified,
794,Retail (SF): Workplace Communications L1,NTUC LEARNINGHUB PTE. LTD.,66,90.0,16.0,Unspecified,
795,CoC in Developing Roadmap for Startup Success,Institute of Technical Education,66,138.0,7.0,Unspecified,
796,Quantum-Resilient Security For Cybersecurity Practitioners,Nanyang Polytechnic,66,105.0,7.0,Intermediate,
797,Communication Strategies for a Convincing Presentation,NTUC LEARNINGHUB PTE. LTD.,66,140.0,7.0,Unspecified,
798,Introduction to Open Platform Communications Unified Architecture (OPC UA),Singapore Polytechnic,66,126.0,8.0,Intermediate,
799,"Communicating Environmental, Social and Governance (ESG) and Sustainability",Republic Polytechnic,66,153.0,16.0,Beginner,
800,Working with Families (BGC),TSAO FOUNDATION,66,129.0,8.0,Intermediate,
801,Retail (SF): Workplace Communications L2,NTUC LEARNINGHUB PTE. LTD.,66,90.0,16.0,Intermediate,
802,Workplace Communications,ABSOLUTE KINETICS CONSULTANCY PTE LTD,66,110.0,18.5,Unspecified,
803,Perform Basic Cleaning of Hard Floor Surfaces AOP,UBTS ACADEMY PTE. LTD.,68,59.0,1.0,Beginner,
804,Perform Basic Cleaning of Washrooms AOP,UBTS ACADEMY PTE. LTD.,68,59.0,1.0,Beginner,
805,Furniture and Furnishing Maintenance Level 1 AOP,UBTS ACADEMY PTE. LTD.,68,49.0,1.0,Unspecified,
806,PWM-Cleaning: Customer Management (PQS) (SF) - AOP,ASCENDO ACADEMY PTE. LTD.,68,57.5,1.0,Unspecified,
807,Perform Cleaning Of Public Residential Estates (Manual) AOP,UBTS ACADEMY PTE. LTD.,68,79.0,1.0,Unspecified,
808,PWM-Cleaning: Customer Management Level 1,UBTS ACADEMY PTE. LTD.,68,79.0,8.0,Unspecified,
809,Service Leadership for Ambassadors,TRAINING VISION INSTITUTE PTE. LTD.,68,80.0,8.0,Unspecified,
810,Service Leadership (Level 1) (Synchronous e-Learning),ASCENDO ACADEMY PTE. LTD.,68,80.0,8.5,Unspecified,
811,PWM-Cleaning: Customer Management - Level 1,Temasek Polytechnic,68,84.0,8.0,Unspecified,
812,WSQ Customer Relationship Management Operations Level 1,Republic Polytechnic,68,115.0,9.0,Beginner,
813,Service Challenges (Level 1),ASCENDO ACADEMY PTE. LTD.,68,85.0,8.5,Unspecified,
814,Incident and Accident Investigation (Level 2),ASSURE SAFETY PTE. LTD.,68,100.0,8.0,Unspecified,
815,Introduction to Customer Relationship Management,SINGAPORE INSTITUTE OF HOSPITALITY,68,130.85,8.5,Beginner,
816,Customer Management (PQS) (SF),ASCENDO ACADEMY PTE. LTD.,68,95.0,9.0,Unspecified,
817,Customer Management (Level 1),ASSURE SAFETY PTE. LTD.,68,100.0,8.25,Unspecified,
818,Workplace Safety and Health Culture Development (Level 2),ASSURE SAFETY PTE. LTD.,68,100.0,8.25,Unspecified,
819,Customer Management (Level 2),ASSURE SAFETY PTE. LTD.,68,100.0,8.58,Unspecified,
820,Service Leadership Level 1: Demonstrate the Service Vision (MSF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,68,110.0,8.0,Unspecified,
821,Customer Management (Provide Quality Services),AVANTA GLOBAL PTE. LTD.,68,75.0,15.0,Unspecified,
822,Bell Service Delivery - L2 (Classroom),ASCOTT INTERNATIONAL MANAGEMENT (2001) PTE LTD,68,89.7,13.0,Unspecified,
823,Concierge and Uniformed Service Delivery - L3 (Classroom),ASCOTT INTERNATIONAL MANAGEMENT (2001) PTE LTD,68,89.7,13.0,Unspecified,
824,Public Hygiene Maintenance (Level 1) - Residential,ASSURE SAFETY PTE. LTD.,68,117.5,8.67,Unspecified,
825,Washroom Maintenance (Level 1),ASSURE SAFETY PTE. LTD.,68,120.0,8.85,Unspecified,
826,People and Relationship Management (Synchronous e-learning),CARETECH168 LLP,68,125.0,9.0,Unspecified,
827,Customer Management (Level 1) â€“ Provide Quality Services,WEB LEARNING RESOURCES PTE. LTD.,68,100.0,8.0,Intermediate,
828,Introductory Programming using Python,Republic Polytechnic,3,99.0,16.0,Beginner,
829,Basic Python Programming,SINGAPORE POLYTECHNIC,3,255.0,15.0,Beginner,
830,Python Programming for Accountants and Auditors,SINGAPORE INSTITUTE OF TECHNOLOGY,3,300.0,8.0,Beginner,
831,Python Essentials for Beginners,THE LAB EDUCATION CENTRE PTE. LTD.,3,300.0,9.0,Beginner,
832,Python Programming 101,NTUC LEARNINGHUB PTE. LTD.,3,300.0,16.0,Beginner,
833,Python Programming Fundamentals,INTELLISOFT TRAINING PTE. LTD.,3,300.0,16.0,Beginner,
834,Network Automation with Python (Synchronous e-learning),Ngee Ann Polytechnic,3,267.0,28.0,Unspecified,
835,Introduction to Python Programming (SF),IT ENABLER CONSULTANCY PTE. LTD.,3,325.0,24.0,Beginner,
836,Python Programming for Teachers,NANYANG TECHNOLOGICAL UNIVERSITY,3,360.0,14.0,Unspecified,
837,Create RESTful APIs and Web Apps with Python Flask,TERTIARY INFOTECH PTE. LTD.,3,350.0,16.0,Unspecified,
838,Robotics with Python - Part of Post Diploma Certificate in Robotics Programming Fundamentals (SDRE),Ngee Ann Polytechnic,3,317.7,30.0,Beginner,
839,Fundamental Python Programming for Business Automation,BELLS Institute of Higher Learning Pte. Ltd.,3,360.0,24.0,Beginner,
840,Python Fundamental Course for Beginners,TERTIARY INFOTECH PTE. LTD.,3,375.0,16.0,Intermediate,
841,Python for Robotics,Ngee Ann Polytechnic,3,360.0,28.0,Unspecified,
842,Computational Building Information Modelling (BIM): Python Scripting in Dynamo for Revit,SINGAPORE INSTITUTE OF TECHNOLOGY,3,480.0,16.0,Beginner,
843,Fundamentals of Python Programming (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,3,450.0,24.0,Beginner,
844,Python Programming for Automation,Ngee Ann Polytechnic,3,360.0,24.0,Advanced,
845,Python Programming for Automation (Synchronous e-learning),Ngee Ann Polytechnic,3,360.0,24.0,Advanced,
846,Fundamentals of Python Programming (SF),NTUC LEARNINGHUB PTE. LTD.,3,450.0,24.0,Intermediate,
847,Python Fundamentals (Synchronous & Asynchronous e-learning),Ngee Ann Polytechnic,3,450.0,25.0,Intermediate,
848,(SCTP Module) Programming in Python I,Ngee Ann Polytechnic,3,480.0,28.0,Unspecified,
849,Programming in Python I (Classroom & Asynchronous),Ngee Ann Polytechnic,3,480.0,28.0,Unspecified,
850,Programming in Python I (Synchronous e-learning),Ngee Ann Polytechnic,3,480.0,28.0,Unspecified,
851,Python Utilization in Advanced Manufacturing,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,3,480.0,16.0,Advanced,
852,Build Intelligent Workflows with Python and OpenAI GPT Models,SOZCODE PTE. LTD.,3,525.0,16.4,Advanced,
853,Research & Insights for Trade Associations,Nanyang Polytechnic,63,165.0,14.0,Unspecified,
854,Improve Hiring Decisions with GenAI Assisted Interview Questioning,TERTIARY INFOTECH PTE. LTD.,63,200.0,8.0,Intermediate,
855,Fundamentals of Research Methods (Synchronous e-learning),Ngee Ann Polytechnic,63,240.0,16.0,Beginner,
856,Plan and Conduct Interviews to Facilitate Hiring Decisions (SFw HR),SINGAPORE NATIONAL EMPLOYERS FEDERATION,63,210.0,18.0,Unspecified,
857,Selection Management Level 3: Conduct Interviews and Make Hiring Decisions (Synchronous and Asynchronous),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,63,295.0,16.0,Unspecified,
858,Selection Management Level 3: Conduct Interviews and Make Hiring Decisions (Synchronous e-Learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,63,295.0,16.0,Unspecified,
859,Introduction to Qualitative Research,NATIONAL UNIVERSITY OF SINGAPORE,63,510.0,15.0,Beginner,
860,Apply the Entrepreneurial Mindset at Work,BELLS Institute of Higher Learning Pte. Ltd.,63,550.0,22.0,Unspecified,
861,Qualitative Data Analysis: Theory and Practice,NATIONAL UNIVERSITY OF SINGAPORE,63,570.0,15.0,Intermediate,
862,Research & Insights for Trade Associations (Intermediate),Nanyang Polytechnic,63,525.0,28.0,Intermediate,
863,"MGE902 Basic Concepts and Techniques in Qualitative Data Analyses (Classroom, Asynchronous)",NANYANG TECHNOLOGICAL UNIVERSITY,63,618.0,26.0,Beginner,
864,(SCTP Module) Advanced Certificate in Market Research,Republic Polytechnic,63,354.0,72.0,Advanced,
865,Advanced Certificate in Market Research,Republic Polytechnic,63,354.0,72.0,Advanced,
866,Consumer Research with Data Visualisation,Republic Polytechnic,63,583.2,60.0,Unspecified,
867,MGE902 - Basic Concepts and Techniques in Qualitative Data Analyses,NANYANG TECHNOLOGICAL UNIVERSITY,63,780.0,26.0,Intermediate,
868,Qualitative Data Analysis,Singapore University of Social Sciences,63,1461.0,18.0,Unspecified,
869,TNA (Training Needs Analysis)-Ready,Republic Polytechnic,63,900.0,152.0,Unspecified,
870,Research Methods for Health Services(Synchronous & Asynchronous),NATIONAL UNIVERSITY OF SINGAPORE,63,1620.0,40.0,Beginner,
871,Topics in Social Work - Research,NATIONAL UNIVERSITY OF SINGAPORE,63,1620.0,40.5,Intermediate,
872,TPUD - User Experience (UX) Designer (Asynchronous e-Learning),Temasek Polytechnic,63,1215.0,160.0,Beginner,
873,Qualitative Methods in Public Health,NATIONAL UNIVERSITY OF SINGAPORE,63,2293.8,45.0,Unspecified,
874,(SCTP) Market Research Professionals (Classroom & Asynchronous) (Full-Time) (TA-eligible),Republic Polytechnic,63,1584.0,270.0,Intermediate,
875,"(SCTP) Market Research Professionals (Classroom, Synchronous & Asynchronous)",Republic Polytechnic,63,1584.0,270.0,Intermediate,
876,Building HR Sustainability: Transforming Recruitment Strategies for Long-Term Success,Nanyang Polytechnic,31,70.5,7.0,Unspecified,
877,The Digital Recruiter,Republic Polytechnic,31,81.0,8.0,Unspecified,
878,Coaching and Mentoring for Youth,Republic Polytechnic,31,150.0,16.0,Beginner,
879,Creative Safety Coaching and Leadership,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,31,210.0,8.0,Beginner,
880,Build Creative Winning Business Strategies,Nanyang Polytechnic,31,200.0,7.0,Unspecified,
881,Build Creative Winning Business Strategies (Synchronous E-Learning),Nanyang Polytechnic,31,200.0,7.0,Unspecified,
882,Digital Recruitment for Talent Acquisition,Republic Polytechnic,31,153.0,16.0,Unspecified,
883,Workplace Safety and Health Incident Management(Investigate and Report WSH Incidents),AVANTA GLOBAL PTE. LTD.,31,115.0,24.0,Unspecified,
884,Competency-Based Interview and Selection Technique,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,31,210.0,7.0,Unspecified,
885,Letting Potential Employers Find You Online,SSA ACADEMY PTE. LTD.,31,145.0,14.0,Intermediate,
886,Motivational Interviewing: An Introduction for Social Service Practitioners (Classroom & Asynchronous e-learning),Social Service Institute (SSI),31,210.0,15.0,Beginner,
887,WSQ Respiratory Care in Nursing (L3),NTUC LEARNINGHUB PTE. LTD.,31,175.0,16.0,Unspecified,
888,Management of Family Violence: Talking to Children and Managing Abuse-related Disclosure (Synchronous e-learning),Social Service Institute (SSI),31,195.0,14.0,Unspecified,
889,Career Transition into Healthcare Sector,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,31,195.0,8.0,Intermediate,
890,"Career Readiness (classroom, synchronous, asynchronous e-learning)",Temasek Polytechnic,31,75.0,40.0,Unspecified,
891,Fundamentals of Chronic Disease Management for Nurse Counsellors (Classroom & Asynchronous e-learning),Ngee Ann Polytechnic,31,210.0,21.0,Beginner,
892,Mentoring and Coaching Youths Effectively (Classroom & Asynchronous),Social Service Institute (SSI),31,195.0,18.0,Unspecified,
893,Group Work Assessment and Planning (Classroom & Asynchronous),Social Service Institute (SSI),31,240.0,15.5,Unspecified,
894,Conduct Staff Performance Assessment Process - Blended (SSF),AVANTA ACADEMY PTE. LTD.,31,240.0,16.5,Unspecified,
895,(SCTP Module) Practitioner Certificate in Survey Interviewing (Classroom & Asynchronous),Republic Polytechnic,31,228.0,21.0,Unspecified,
896,Practitioner Certificate in Survey Interviewing (Classroom & Asynchronous),Republic Polytechnic,31,228.0,21.0,Unspecified,
897,Group Work Intervention (Classroom & Asynchronous),Social Service Institute (SSI),31,255.0,16.75,Unspecified,
